,title,channel,running_time,watch_date,watch_time,category_id,category_title,watched (%),account
441,모자란다고 흐즈므르... 국민연금 고갈되면 MZ세대는 정말 연금을 못 받는 겁니까.....,비디오머그 - VIDEOMUG,2:59,2023-02-07,오전 12:13,25,News & Politics,0.1,woghks.study
442,"[VLOG]직장인 브이로그(드디어 첫출근/매일매일 언박싱/롱부츠, 올리브영, 쿠팡, ...",수랑 soorang,8:02,2023-02-06,오후 11:01,22,People & Blogs,0.79,woghks.study
443,스타포스 개선이 필요 없는 이유 ㄷㄷ,밍밍츄츄,3:01,2023-02-06,오후 11:00,20,Gaming,0.42,woghks.study
444,나초 오빠 ❤,나초,8:41,2023-02-06,오후 10:59,20,Gaming,0.23,woghks.study
445,#rtx2080  vs #rtx4080  2세대만에 얼마나 좋아졌나?,민티저,11:32,2023-02-06,오후 10:58,28,Science & Technology,0.83,woghks.study
446,Data Analyst | Data Analyst Course | Data Analy...,Simplilearn,10:31:01,2023-02-06,오후 10:57,27,Education,0.68,woghks.study
447,[자막뉴스] 급한 불 끄려다 '직격탄'…도심 한복판 결국 이렇게 변했다 / JTBC ...,JTBC News,4:07,2023-02-06,오후 10:54,25,News & Politics,1.0,woghks.study
448,“이건 뭐 사중고예요”…벼랑 끝의 대한민국 농가 [9시 뉴스] / KBS  2023....,KBS News,2:18,2023-02-06,오후 10:51,25,News & Politics,1.0,woghks.study
449,다시는 파란 대머리를 무시하지 마라.. [Faker Stream Highlight],T1 Faker,6:03,2023-02-06,오후 10:46,20,Gaming,1.0,woghks.study
450,e스포츠 토토 도입 찬반논쟁: 살길이냐 죽을길이냐,김성회의 G식백과,8:12,2023-02-06,오후 9:59,20,Gaming,0.38,woghks.study
451,"[자막뉴스] 돌아온 영업시간에 화난 은행원들 ""회사 고소할 것"" / YTN", YTN,2:08,2023-02-06,오후 9:56,25,News & Politics,0.25,woghks.study
452,"""선생님 되려면 5~6년 공부해야""...'교전원' 도입 속도 / YTN", YTN,2:50,2023-02-06,오후 9:52,25,News & Politics,0.1,woghks.study
453,공부법탐구 ② / 공부에 대한 공부 1부 (2014.07.08 방송)  [KBS시사 ...,KBS시사,48:33,2023-02-06,오후 9:52,25,News & Politics,0.1,woghks.study
454,신입 가능? 인센티브는? 근무 시간은? 요기요 신규 가맹점 영업 A to Z,위대한상상 (요기요),8:21,2023-02-06,오후 9:14,29,Nonprofits & Activism,1.0,woghks.study
455,주니어플라톤 교사용(한솔교육),platon15881185,7:52,2023-02-06,오후 9:12,27,Education,0.25,woghks.study
456,Ep(194) Data Engineer 로드맵 톺아보기2,데이터홀릭,1:00:04,2023-02-06,오후 8:55,28,Science & Technology,0.87,woghks.study
457,취업준비생이라면 반드시 거쳐야 하는 취업 준비의 6가지 계단,AND (ft.인싸담당자),8:17,2023-02-06,오후 4:54,26,Howto & Style,1.0,woghks.study
458,취준생 실수 TOP 3 | 취준생들이 처음에 가장 많이 하는 실수 3가지 [취린이 튜...,AND (ft.인싸담당자),10:51,2023-02-06,오후 4:41,26,Howto & Style,0.46,woghks.study
459,1월 소비자물가 5.2%↑…전기·가스요금 역대 최대폭 급등/여전한 고물가에 경기 둔화...,KBS News,34:04,2023-02-06,오후 1:46,25,News & Politics,0.22,woghks.study
460,대학 등록금도 오른다 / '매달 88만 원'이 통장에 / '중국인 관광객' 한국 안 ...,KBS News,2:33,2023-02-06,오후 1:43,25,News & Politics,1.0,woghks.study
461,데이터 분석가는 유튜브 알고리즘을 예측할 수 있을까?,메타코드M,3:40,2023-02-06,오후 1:34,27,Education,1.0,woghks.study
462,성공한 부자들이 절대 🎮 게임을 하지 않는 이유 ❌️,하면 늘고 늘면 하고 - 우상향 라이프,5:42,2023-02-05,오후 8:29,27,Education,1.0,woghks.study
463,시계열 데이터 분석 기초 Part.1 #Python #파이썬,데이터 스테이션,19:52,2023-02-05,오후 6:47,28,Science & Technology,0.1,woghks.study
464,"[바비톡X다나카] 성형, 병원이 수술해? 의사가 수술해!",바비톡 - Babitalk,0:31,2023-02-05,오후 5:53,24,Entertainment,1.0,woghks.study
465,"[바비톡X다나카] 성형, 피부시술 전 가격비교!",바비톡 - Babitalk,0:31,2023-02-05,오후 5:52,24,Entertainment,1.0,woghks.study
466,현타오고 한국말 튀어나온 다나카,즐길거리 ,0:57,2023-02-05,오후 5:52,22,People & Blogs,0.1,woghks.study
467,[Playlist] 틀어놓으면 첫곡부터 극락가는 K-POP 노래모음 플레이리스트 | ...,핑프,2:33:13,2023-02-05,오후 1:46,10,Music,0.42,woghks.study
468,OneRepublic - I Ain’t Worried (From “Top Gun: M...,OneRepublicVEVO,2:35,2023-02-05,오후 1:43,10,Music,1.0,woghks.study
469,OneRepublic - I Ain’t Worried (Acoustic) [Offic...,OneRepublicVEVO,2:30,2023-02-05,오후 1:43,10,Music,1.0,woghks.study
470,Yeseul interview INFJ 1920 1080,스픽 - Speak,0:53,2023-02-05,오전 12:34,27,Education,1.0,woghks.study
471,이직해서 절대 하면 안되는 것,퇴사한 이형,12:32,2023-02-05,오전 12:09,26,Howto & Style,0.8,woghks.study
472,원조의 품격 | 농심 vs. T1 게임2 하이라이트 | 02.04 | 2023 LCK...,LCK,11:43,2023-02-04,오후 9:33,20,Gaming,1.0,woghks.study
473,AI가 견적낸 컴퓨터를 조립해봤는데.. 갓성비 실화입니까?!ㄷㄷ 'ChatGPT로 컴...,도레,9:05,2023-02-04,오후 9:26,28,Science & Technology,1.0,woghks.study
474,초가스 키우기 | 디알엑스 vs. 한화생명 게임1 하이라이트 | 02.04 | 202...,LCK,12:33,2023-02-04,오후 8:19,20,Gaming,0.49,woghks.study
475,신궁 | 농심 vs. T1 게임1 하이라이트 | 02.04 | 2023 LCK 스프링...,LCK,9:38,2023-02-04,오후 8:10,20,Gaming,1.0,woghks.study
476,"[스티브 잡스] A급 인재와 B급, C급 직원의 차이 (한영 자막)",Project스노우볼,7:27,2023-02-04,오후 8:02,24,Entertainment,1.0,woghks.study
477,Crimson Raptor Champion Spotlight | Parody - Le...,Layvee,9:45,2023-02-04,오전 1:58,20,Gaming,0.12,woghks.study
478,젠지 vs. 리브 샌박 | 매치26 하이라이트 | 02.03 | 2023 LCK 스프...,LCK,45:49,2023-02-04,오전 12:54,20,Gaming,0.42,woghks.study
479,KT vs. 광동 | 매치25 하이라이트 | 02.03 | 2023 LCK 스프링 스플릿,LCK,26:07,2023-02-04,오전 12:53,20,Gaming,0.76,woghks.study
480,"솔직히, 연봉 얼마 받으세요? 직무, 연차별 현실 연봉 | ①광화문",캐치TV,4:48,2023-02-03,오전 11:46,27,Education,1.0,woghks.study
481,갤S23 출시됐지만…값비싼 신제품 대신 중고 인기 / KBS  2023.02.03.,KBS News,2:12,2023-02-03,오전 11:43,25,News & Politics,1.0,woghks.study
482,이직을 성공할 수 밖에 없는 방법,면접왕 이형,10:57,2023-02-03,오전 11:36,26,Howto & Style,0.73,woghks.study
483,"[퍼센트] 명품 소비 자극한 '불평등'…MZ 69.5% ""계층 이동 힘들 것"" / J...",JTBC News,4:00,2023-02-03,오전 11:31,25,News & Politics,1.0,woghks.study
484,"코딩공부 작심삼일 실패하는 이유 (파이썬,C언어 먼저하면 망함) 부트캠프 강사가 알려...",코딩알려주는누나,2:23,2023-02-03,오전 2:00,27,Education,0.1,woghks.study
485,회사에서 오지랖이 필요할까,퇴사한 이형,8:07,2023-02-02,오후 11:23,26,Howto & Style,1.0,woghks.study
486,구마유시 기강잡는 페이커 (feat. 페초리),Faker fan TV,1:33,2023-02-02,오후 11:23,20,Gaming,0.32,woghks.study
487,포병지에 이은 포까뮤,글자네 YouTube,0:30,2023-02-02,오후 10:32,20,Gaming,1.0,woghks.study
488,두 달만에 전세계가 놀랐다…챗GPT의 위력 - [AI의 습격]① / KBS 2023....,KBS News,3:00,2023-02-02,오후 10:16,25,News & Politics,1.0,woghks.study
489,[자막뉴스] 핵에 버금가는 위력...'괴물 미사일' 뭐길래?! / YTN, YTN,1:39,2023-02-02,오후 10:14,25,News & Politics,1.0,woghks.study
490,"[자막뉴스] ""한국 핵무장, 전 세계 소프트파워 파괴"" 강력한 경고 / YTN", YTN,2:32,2023-02-02,오후 10:10,25,News & Politics,1.0,woghks.study
491,"대통령마저 언급한 '한국 핵 보유론'…세계 석학들 ""공멸의 길""｜세 개의 전쟁 1부 ...",JTBC News,6:50,2023-02-02,오후 10:06,25,News & Politics,0.42,woghks.study
492,블로그 저품질 뽀개기 by 그릿지선 블로그강사,그릿지선,10:00,2023-02-02,오후 5:54,2,Autos & Vehicles,1.0,woghks.study
493,결혼하고 싶으면 제발 이렇게 연애하지 마세요,김달,8:18,2023-02-02,오후 5:46,24,Entertainment,1.0,woghks.study
494,무조건 상반기에 합격하려면 지금 해야 하는 것,면접왕 이형,8:39,2023-02-02,오후 5:37,26,Howto & Style,1.0,woghks.study
495,"취업 공백기의 모든 것 | 공무원 준비, 스펙, 계속되는 불합격",면접왕 이형,1:12:21,2023-02-02,오후 5:36,26,Howto & Style,0.1,woghks.study
496,"총무, 경력에 도움이 될까?",잡플래닛-Jobplanet,10:29,2023-02-02,오후 1:07,24,Entertainment,1.0,woghks.study
497,상반기에 합격하려면 자소서에 꼭 넣어야 하는 것,면접왕 이형,9:47,2023-02-02,오후 12:29,26,Howto & Style,1.0,woghks.study
498,DRX vs. EDG 매치 하이라이트 | Quarter Finals | 10.24 |...,LCK,1:19:36,2023-02-01,오후 7:56,20,Gaming,0.1,woghks.study
499,리브 샌박 vs. 농심 | 매치21 하이라이트 | 02.01 | 2023 LCK 스프...,LCK,26:37,2023-02-01,오후 7:48,20,Gaming,0.81,woghks.study
500,"내 삶의 주도권을 쥐는 진짜 공부 | 최하은 '합격공식' 저자, 연세대 철학과 재학생...",세바시 강연 Sebasi Talk,14:57,2023-02-01,오후 6:45,27,Education,0.8,woghks.study
501,EP.09 경력단절 NO! 자기계발 OK! 직원 복지에 진심인 기업의 조건! l 굿잡...,AND (ft.인싸담당자),14:43,2023-02-01,오후 6:38,26,Howto & Style,1.0,woghks.study
502,[멤버십 10분 미리보기] 식량위기에서 살아남는 법ㅣ서울대학교 농업생명과학대학 남재철 교수,서가명강,9:46,2023-02-01,오후 6:34,27,Education,1.0,woghks.study
503,하루 수익 13억 미친 대 생성AI 버블 시대의 개막,조코딩 JoCoding,8:58,2023-02-01,오후 6:22,27,Education,1.0,woghks.study
504,2022년에 취업한 데이터 분석가들의 취준 꿀팁! [2023 월간 데이터리안 세미나 ...,데이터리안 Datarian,2:45,2023-02-01,오후 6:15,27,Education,1.0,woghks.study
505,백엔드의 종말 등 최신 AI 뉴스와 인간에게 남은 역할,조코딩 JoCoding,8:23,2023-02-01,오후 6:05,27,Education,1.0,woghks.study
506,[EBS 뉴스브릿지] 조용한 퇴직에 이어 '분노의 구직' 이 온다 #분노의구직 #조용...,이민영TV _Dr.HRD,10:25,2023-02-01,오후 6:05,27,Education,0.1,woghks.study
507,(주)텔로팜 부스 소개 [2022 대한민국 농업박람회 현장],2022 대한민국 농업박람회,2:09,2023-02-01,오후 3:41,27,Education,1.0,woghks.study
508,29세 프리랜서 조구현..,구현몬,8:52,2023-02-01,오후 3:10,22,People & Blogs,0.1,woghks.study
509,뭘 많이 하긴했는데 남는 게 없어요,면접왕 이형,20:04,2023-02-01,오후 3:06,26,Howto & Style,1.0,woghks.study
510,자기소개서부터 면접까지 한방에 끝내는 방법 (feat. 사례),면접왕 이형,15:22,2023-02-01,오후 3:06,26,Howto & Style,0.1,woghks.study
511,하반기에 자소서 합격하려면 꼭 알아야 하는 것,면접왕 이형,1:45:58,2023-02-01,오후 3:06,26,Howto & Style,0.1,woghks.study
512,영상 보고 꼭 점검하자! 취준생들이 가장 많이 하는 착각!! [취린이 튜토리얼],AND (ft.인싸담당자),4:38,2023-02-01,오후 2:45,27,Education,1.0,woghks.study
513,대기업 직장인의 MZ세대 체험기,몽과장,21:03,2023-02-01,오후 2:32,26,Howto & Style,0.32,woghks.study
514,데이터 기반으로 고객경험을 설계하라! DCX 강좌 오픈,티타임즈TV,2:13,2023-02-01,오후 2:31,28,Science & Technology,0.1,woghks.study
515,현재 롤이 케리아 메타가 된 이유,플레임[이호종],8:14,2023-02-01,오후 2:24,20,Gaming,1.0,woghks.study
516,"【롤】 프로가 말하는 딜포터 ( + 유행 이유, 서폿 아이템 너프 필요)",THIRD[롤 백과사전],2:33,2023-02-01,오후 1:38,20,Gaming,1.0,woghks.study
517,【패치노트】 카사딘 사망/크산테 사망/돌아온 정글/서폿 대격변 (+13.3 패치),THIRD[롤 백과사전],2:30,2023-02-01,오후 1:35,20,Gaming,1.0,woghks.study
518,광희의 미덕 | 광동 vs. 디알엑스 게임2 하이라이트 | 01.29 | 2023 L...,LCK,7:46,2023-02-01,오후 1:27,20,Gaming,1.0,woghks.study
519,사냥 개시 | 광동 vs. 디알엑스 게임1 하이라이트 | 01.29 | 2023 LC...,LCK,11:07,2023-02-01,오후 1:14,20,Gaming,1.0,woghks.study
520,경제적 자유를 위한 최소한의 마인드셋 1시간 동기부여 마인드셋 오디오북 (2/4),동기부여학과 : 매일 듣는 성공 마인드 셋,1:32:13,2023-02-01,오전 10:06,27,Education,0.1,woghks.study
521,"가난한 사람은 모르지만, 부자들은 꼭 지키는 습관! (동기부여, 부자되는법, 경제적자...",자본가 마인드셋,8:11,2023-02-01,오전 9:55,22,People & Blogs,1.0,woghks.study
522,취업준비 즐겁게 하는 방법 3가지 알려드리겠습니다 [취린이 튜토리얼],AND (ft.인싸담당자),8:10,2023-02-01,오전 9:47,27,Education,1.0,woghks.study
523,롤을 하기 위해 산을 탔습니다. 북악산의 페이커 & HP 미니PC  | 용팔이 훈련소,용팔이 훈련소,20:21,2023-01-31,오후 8:24,28,Science & Technology,1.0,woghks.study
524,NS vs BRO - HLE vs KT | 2023 LCK CL 스프링 스플릿,LCK CL,6:11:59,2023-01-31,오후 8:22,20,Gaming,0.0,woghks.study
525,이번엔 정말 위험? 구글 발칵 뒤집은 AI의 등장,소수몽키,16:43,2023-01-31,오후 8:05,27,Education,1.0,woghks.study
526,"[자막뉴스] '이 숙제를 누가 했다고?'...충격받은 구글 ""직원 소집"" / YTN", YTN,2:03,2023-01-31,오후 8:03,25,News & Politics,1.0,woghks.study
527,개발자는 시작일 뿐 2차 전직을 해야하는 시대,조코딩 JoCoding,4:03,2023-01-31,오후 1:57,27,Education,1.0,woghks.study
528,동기부여 필요할 때마다 보세요 [설 특집 북토크 동기부여 스페셜],북토크,54:19,2023-01-31,오후 1:29,22,People & Blogs,0.1,woghks.study
529,"가난한 사람의 3가지 습관, 부자 되려면 절대 하면 안됩니다.",북토크,13:26,2023-01-31,오후 1:12,22,People & Blogs,1.0,woghks.study
530,"1년 전,  대기업 퇴사 후 알바생이 된 남자",구현몬,9:26,2023-01-31,오후 1:02,22,People & Blogs,1.0,woghks.study
531,생각보다 부진한 한화생명한테 한 소리하는 클템ㅋㅋ |   2023 LCK SPRING...,오늘 게임 뭐 할까?,5:19,2023-01-31,오후 12:55,20,Gaming,1.0,woghks.study
532,면접에서 합격해도 무조건 걸러야 하는 회사 | 시발남,면접왕 이형,10:50,2023-01-31,오후 12:44,26,Howto & Style,1.0,woghks.study
533,일상 속 자극을 줄여보세요,이연LEEYEON,12:27,2023-01-31,오후 12:31,26,Howto & Style,1.0,woghks.study
534,숙제하는 페이커,Faker fan TV,2:05,2023-01-31,오후 12:28,20,Gaming,1.0,woghks.study
535,광고 협찬받는 네이버 블로그 만드는 아주 현실적인 방법!,스타트업테드님,11:31,2023-01-31,오전 9:22,26,Howto & Style,0.1,woghks.study
536,나에게 맞는 직장을 정하는 기준 | 힘들다고 아무데나 가면 더 힘들어짐. [취린이 튜...,AND (ft.인싸담당자),10:52,2023-01-31,오전 1:51,27,Education,0.1,woghks.study
537,'내가 20살로 돌아간다면' 돈 이 없으면 이 3가지 부터 시작하세요 / 무일푼에서 ...,행크TV,27:26,2023-01-30,오후 8:09,26,Howto & Style,0.44,woghks.study
538,원딜 서폿에 대한 구마유시의 생각,Faker fan TV,3:50,2023-01-30,오후 8:02,20,Gaming,1.0,woghks.study
539,성공경험이 없다는 취준생들이 꼭 봐야하는 영상,면접왕 이형,6:07,2023-01-30,오후 2:29,26,Howto & Style,1.0,woghks.study
540,다트 들어가지 마세요. 취린이를 위한 기업분석 간단 꿀팁,캐치TV,7:26,2023-01-30,오후 1:56,27,Education,1.0,woghks.study
541,후회없이 회사를 선택하는 기준,퇴사한 이형,8:46,2023-01-30,오전 9:06,26,Howto & Style,1.0,woghks.study
542,나에게 맞는 직장을 정하는 기준 | 힘들다고 아무데나 가면 더 힘들어짐. [취린이 튜...,AND (ft.인싸담당자),10:52,2023-01-30,오전 9:04,27,Education,1.0,woghks.study
543,The Witcher 3: Wild Hunt — Complete Edition | “...,The Witcher,2:12,2023-01-29,오후 5:52,20,Gaming,1.0,woghks.study
544,Do Good with Data: Let’s talk about TIL+,The Information Lab,47:25,2023-01-29,오후 2:10,28,Science & Technology,0.1,woghks.study
545,필살기 Step 3: 인사이트 (면접관의 언어로 풀어주는 친절함까지..),면접왕 이형,7:17,2023-01-29,오후 12:49,26,Howto & Style,1.0,woghks.study
546,필살기 Step 2: 성공경험 (feat. 유사경험없다는 애들 일단 들어와봐~),면접왕 이형,6:57,2023-01-29,오후 12:41,27,Education,1.0,woghks.study
547,필살기 Step 1: 유사경험 (feat. 돈벌려고 했던 알바경험으로 면접을 붙는다고...,면접왕 이형,7:22,2023-01-29,오후 12:36,27,Education,1.0,woghks.study
548,취업필살기 구조도 총정리! 면접과 자소서는 병렬이야! (믿고 따라오라니까~),면접왕 이형,10:32,2023-01-29,오후 12:35,26,Howto & Style,0.1,woghks.study
549,면접관 58%가 면접에서 뽑고 싶은 인재상 | 면발남,면접왕 이형,10:09,2023-01-29,오후 12:34,26,Howto & Style,0.1,woghks.study
550,"한번에 끝내는 데이터 분석 공부법 | SQL, 파이썬, R, 엑셀 강의 추천",곰사원은 곰대표,10:34,2023-01-29,오후 12:30,22,People & Blogs,1.0,woghks.study
551,중대발표 여러분 EO를 도와주세요,EO 이오,1:43,2023-01-29,오전 11:42,27,Education,0.27,woghks.study
552,[데이터야놀자2021] 공공데이터를 활용한 서울시 공/사교육 분석 - 고동우(데이터드림)님,데이터야놀자,14:45,2023-01-29,오전 11:26,28,Science & Technology,0.37,woghks.study
553,"빅데이터 취업 ""포트폴리오"" 100% 통과하는 방법!!",데이터왔수다!,6:03,2023-01-29,오전 10:59,26,Howto & Style,1.0,woghks.study
554,데이터 분석가 범진 님은 포트폴리오를 어떻게 준비했을까?│포트폴리오│자격증│방법,인프런 inflearn,3:33,2023-01-29,오전 10:55,27,Education,1.0,woghks.study
555,안쓰고 못배기는 일잘러의 노션활용법 (※ 노션은 공짜니까 꼭 쓰세요!!!),공여사들,22:55,2023-01-29,오전 10:54,26,Howto & Style,0.1,woghks.study
556,☀️ vs 🌕️ | T1 vs. 디플기아 게임3 하이라이트 | 01.28 | 202...,LCK,8:08,2023-01-29,오전 12:08,20,Gaming,1.0,woghks.study
557,[한눈에 이슈] '상황이 이렇게 바뀌다니'…다이내믹한 전세 시장 / KBS 2023....,KBS News,12:52,2023-01-29,오전 12:04,25,News & Politics,1.0,woghks.study
558,흑자헬스탠드업 3 - 한국 걸크러쉬는 안 멋져,흑자.지껄 SurplusTalk,6:46,2023-01-28,오후 11:58,23,Comedy,1.0,woghks.study
559,Yeseul interview INFJ 1920 1080,스픽 - Speak,0:53,2023-01-28,오후 11:58,27,Education,0.1,woghks.study
560,압도적인 타격감 그리고 락앤롤! 2023 올해의 게임 첫 번째 후보가 등장했다!? 하...,말 많은 게이머 듀리,8:08,2023-01-28,오후 11:56,20,Gaming,0.1,woghks.study
561,[한눈에 이슈] '상황이 이렇게 바뀌다니'…다이내믹한 전세 시장 / KBS 2023....,KBS News,12:52,2023-01-28,오후 6:41,25,News & Politics,1.0,woghks.study
562,☀️ vs 🌕️ | T1 vs. 디플기아 게임3 하이라이트 | 01.28 | 202...,LCK,8:08,2023-01-28,오후 6:09,20,Gaming,1.0,woghks.study
563,롤은 루나제유~ | T1 vs. 디플기아 게임2 하이라이트 | 01.28 | 2023...,LCK,8:35,2023-01-28,오후 5:56,20,Gaming,1.0,woghks.study
564,강타아아아아-△- | T1 vs. 디플기아 게임1 하이라이트 | 01.28 | 202...,LCK,9:45,2023-01-28,오후 5:45,20,Gaming,1.0,woghks.study
565,위쳐 3 DLC 하츠 오브 스톤 스토리 요약,모험러의 어드벤처,9:17,2023-01-28,오후 2:32,20,Gaming,1.0,woghks.study
566,자존감 낮은 사람들이 SNS에 사진 올리고 꼭 하는 행동,책식주의,5:52,2023-01-28,오후 1:39,27,Education,1.0,woghks.study
567,"'GOAT' 페이커의 역대급 신기록 달성, 그리고 T1의 변화점은? [T1 vs KT]",플레임[이호종],27:57,2023-01-28,오후 1:20,20,Gaming,0.63,woghks.study
568,한화는 왜 약팀이 되었는가 [HLE vs KT],플레임[이호종],21:04,2023-01-28,오후 12:58,20,Gaming,1.0,woghks.study
569,"위쳐3 4화 와일드헌트와 최종전투, 하츠 오브 스톤 DLC (한국어 풀더빙) The ...",올냥이 AllTopCAT,7:53:35,2023-01-28,오전 10:30,20,Gaming,0.6,woghks.study
570,"[더 위쳐 3: 와일드 헌트] 14, DLC 하츠오브스톤 엔딩, 블러드앤와인 도입","눈부신 다시보기, 클립 (기록용)",4:25:57,2023-01-28,오전 10:30,20,Gaming,0.71,woghks.study
571,솔랭에서는 얼마나 셀까..? 자연재해급 구케 듀오 [Gumayusi Stream Hi...,T1 Gumayusi,7:13,2023-01-27,오후 8:59,20,Gaming,1.0,woghks.study
572,2월의 스팀 기대작들 초대박입니다. 전세계 스팀 유저들이 기다리는 2월의 신작게임들 추천!,말 많은 게이머 듀리,13:23,2023-01-27,오후 8:30,20,Gaming,0.48,woghks.study
573,역전강타 | 디알엑스 vs. 농심 게임1 하이라이트 | 01.27 | 2023 LCK...,LCK,11:56,2023-01-27,오후 7:44,20,Gaming,1.0,woghks.study
574,카트라이더에 용준좌가 돌아왔습니다. | 카트라이더 The And 1회,KARTRIDER,19:45,2023-01-27,오후 6:03,20,Gaming,0.1,woghks.study
575,"(ko) 각자도생의 시대, ‘인구’를 알아야 내일이 있다 ㅣ 전영수 ‘대한민국 인구트...",세바시 강연 Sebasi Talk,18:46,2023-01-27,오후 6:03,27,Education,0.1,woghks.study
576,[현장 카메라]지원자 0명 학과…꽃잎 지듯 대학도 질라 | 뉴스A,채널A 뉴스,3:41,2023-01-27,오후 5:59,25,News & Politics,1.0,woghks.study
577,"누르면 시간 훅~간다ㅋ ""리스항구에서 셀라스 까지 걸어가기"" [메이플스토리]",대대장,12:25,2023-01-27,오후 5:19,20,Gaming,1.0,woghks.study
578,"🚨[신작 카트라이더 모바일] ""이거.. PC유저 이길 수 있나요?"" 처음 연습하다가...",형독방송,12:10,2023-01-27,오후 5:15,20,Gaming,0.3,woghks.study
579,블리자드 82조 딜을 막아서는 101개의 세력들,김성회의 G식백과,14:04,2023-01-27,오후 5:13,20,Gaming,0.1,woghks.study
580,[더 리니지? 쓰론 앤 리버티?] 엔씨신작 친자확인 들어갑니다,김성회의 G식백과,11:58,2023-01-27,오후 5:07,20,Gaming,0.51,woghks.study
581,"""집 왜 샀어..?"" 소리 듣는 요즘, 실수요자 분위기는 이렇습니다 [러셀 1부]",부읽남TV_내집마련부터건물주까지,22:36,2023-01-27,오후 4:56,27,Education,0.42,woghks.study
582,힘든 세상을 견디는 힘 | 신준석 세바시 대학 말하기 전공 4기 수료생 #동기부여 #...,세바시 강연 Sebasi Talk,10:33,2023-01-27,오후 4:50,27,Education,0.51,woghks.study
583,Team F vs. Team D 매치 하이라이트 | SEASON 2023 KICKOFF,LCK,35:05,2023-01-27,오후 4:44,20,Gaming,0.18,woghks.study
584,문도 피구 | Team F vs. Team D 진영 선택 게임 | SEASON 202...,LCK,9:53,2023-01-27,오후 4:33,20,Gaming,1.0,woghks.study
585,2023 T1의 역대급 설계와 속도 [T1 vs KDF],플레임[이호종],17:49,2023-01-27,오후 4:15,20,Gaming,1.0,woghks.study
586,페이커의 미드 베인 ㄷㄷ,롤 관전소,0:59,2023-01-27,오후 4:14,20,Gaming,1.0,woghks.study
587,롤도사 베릴의 역대급 꼴픽이 통했던 이유,둥쓰TV,8:26,2023-01-27,오후 4:14,20,Gaming,0.1,woghks.study
588,"페이커의 노스킨이 게임이 잘 된다는 베릴, 단 예외가 몇가지 있는데",베르릉,1:38,2023-01-27,오후 4:13,20,Gaming,1.0,woghks.study
589,개인방송 중 스킨을 끼지 않는 이유를 밝힌 T1의 페이커 ㅋㅋㅋㅋㅋ,아리tv-롤정보통,1:01,2023-01-27,오후 4:12,20,Gaming,1.0,woghks.study
590,⚠️싱싱미역시청주의⚠️ | T1 vs. 광동 게임1 하이라이트 | 01.26 | 20...,LCK,7:35,2023-01-27,오후 4:05,20,Gaming,1.0,woghks.study
591,cvMax on T1 vs KDF: Zeri-Yuumi was a viable cou...,KORIZON Esports,6:28,2023-01-27,오후 3:58,20,Gaming,1.0,woghks.study
592,"2023년 대기업vs중견기업vs중소기업 연봉,월급,서울 아파트 평균 가격, 4분 완벽 정리",JOB썰 잡썰,4:02,2023-01-27,오후 3:55,27,Education,0.69,woghks.study
593,표식 북미 데뷔전에서 은퇴선언?.. 충격! 프린스 북미에서 맹활약! T1과 젠지 압도...,붐바야,3:42,2023-01-27,오후 3:50,20,Gaming,1.0,woghks.study
594,"24살 비전공자 신입 개발자의 최종 합격 포트폴리오 (백엔드 · Java, PHP)",띵지로그 ddingji,12:03,2023-01-25,오후 7:57,22,People & Blogs,0.54,woghks.study
595,후회없이 회사를 선택하는 기준,퇴사한 이형,8:46,2023-01-25,오후 5:59,26,Howto & Style,1.0,woghks.study
596,그냥 솔직하게 말하는 이직물경력의 모든것,면접왕 이형,19:59,2023-01-25,오후 5:33,26,Howto & Style,1.0,woghks.study
597,수백 개의 포트폴리오를 본 면접관이 알려주는 포폴 준비하는 방법,면접왕 이형,10:22,2023-01-25,오후 5:29,26,Howto & Style,1.0,woghks.study
598,100명이 넘는 학생을 취업시켰습니다. 좋은 개발자 포트폴리오 나쁜 포트폴리오 전격 비교,코딩알려주는누나,15:22,2023-01-25,오후 5:20,27,Education,0.84,woghks.study
599,"서비스기획자 취업준비 자기소개서, 포트폴리오 총정리 | 무경력 신입 서류작성 팁",곰사원은 곰대표,12:13,2023-01-25,오후 5:13,22,People & Blogs,1.0,woghks.study
600,남자들이 20대를 만나려는 이유 2부,직업의모든것,10:48,2023-01-25,오후 5:08,24,Entertainment,0.88,woghks.study
601,30대 예쁜 여자가 노처녀가 되어가는 과정 1부,직업의모든것,8:43,2023-01-25,오후 5:04,24,Entertainment,1.0,woghks.study
602,"커리어를 성장시키는 자기계발 모임, 독서모임, 소모임 네트워킹 행사.zip | 트레바...",곰사원은 곰대표,12:50,2023-01-25,오후 4:59,22,People & Blogs,1.0,woghks.study
603,연애 시장에서 인기 없는 사람들이 가진 공통점,김달,11:58,2023-01-25,오후 4:12,24,Entertainment,1.0,woghks.study
604,"2030, 제발 비혼 주의에 물들지 마세요",김달,16:22,2023-01-25,오후 4:04,24,Entertainment,1.0,woghks.study
605,이런 남자 한 번 만나면 여자 인생 다 망칩니다,김달,10:33,2023-01-25,오후 3:58,24,Entertainment,1.0,woghks.study
606,만날수록 질리는 남자 특징,김달,9:42,2023-01-25,오후 3:53,24,Entertainment,1.0,woghks.study
607,"직장인이 후회하지 않으려면 해야할 단 1가지(대기업,전문직도 예외없음)",자유여량,6:10,2023-01-25,오후 3:52,22,People & Blogs,0.1,woghks.study
